id,gold_label,gpt_result,gpt_result_mapped
3779,white_grievance,E:,stereotypical
3780,white_grievance,A:,white_grievance
3781,white_grievance,E:,stereotypical
3782,stereotypical,E:,stereotypical
3783,stereotypical,B:,incitement
3784,incitement,B:,incitement
3785,stereotypical,E:,stereotypical
3786,incitement,E:,stereotypical
3787,stereotypical,E:,stereotypical
3788,incitement,A:,white_grievance
3789,white_grievance,E:,stereotypical
3790,incitement,B:,incitement
3791,white_grievance,A:,white_grievance
3792,incitement,A:,white_grievance
3793,white_grievance,E:,stereotypical
3794,incitement,E:,stereotypical
3795,incitement,E:,stereotypical
3796,white_grievance,E:,stereotypical
3797,white_grievance,E:,stereotypical
3798,incitement,E:,stereotypical
3799,white_grievance,F:,threatening
3800,stereotypical,E:,stereotypical
3801,stereotypical,E:,stereotypical
3802,white_grievance,E:,stereotypical
3803,white_grievance,A:,white_grievance
3804,white_grievance,E:,stereotypical
3805,incitement,B:,incitement
3806,incitement,E:,stereotypical
3807,white_grievance,E:,stereotypical
3808,white_grievance,E:,stereotypical
3809,incitement,B:,incitement
3810,white_grievance,E:,stereotypical
3811,white_grievance,E:,stereotypical
3812,white_grievance,C:,inferiority
3813,white_grievance,E:,stereotypical
3814,white_grievance,E:,stereotypical
3815,incitement,E:,stereotypical
3816,incitement,B:,incitement
3817,white_grievance,E:,stereotypical
3818,irony,B:,incitement
3819,white_grievance,E:,stereotypical
3820,white_grievance,E:,stereotypical
3821,stereotypical,B:,incitement
3822,incitement,B:,incitement
3823,white_grievance,A:,white_grievance
3824,white_grievance,E:,stereotypical
3825,stereotypical,E:,stereotypical
3826,white_grievance,E:,stereotypical
3827,white_grievance,E:,stereotypical
3828,white_grievance,B:,incitement
3829,white_grievance,A:,white_grievance
3830,incitement,E:,stereotypical
3831,incitement,B:,incitement
3832,incitement,E:,stereotypical
3833,incitement,E:,stereotypical
3834,incitement,A:,white_grievance
3835,stereotypical,E:,stereotypical
3836,white_grievance,E:,stereotypical
3837,stereotypical,C:,inferiority
3838,white_grievance,C:,inferiority
3839,inferiority,F:,threatening
3840,white_grievance,B:,incitement
3841,white_grievance,E:,stereotypical
3842,stereotypical,E:,stereotypical
3843,incitement,E:,stereotypical
3844,white_grievance,E:,stereotypical
3845,stereotypical,B:,incitement
3846,white_grievance,A:,white_grievance
3847,inferiority,B:,incitement
3848,inferiority,E:,stereotypical
3849,inferiority,C:,inferiority
3850,incitement,E:,stereotypical
3851,white_grievance,E:,stereotypical
3852,white_grievance,E:,stereotypical
3853,white_grievance,A:,white_grievance
3854,stereotypical,E:,stereotypical
3855,incitement,E:,stereotypical
3856,white_grievance,A:,white_grievance
3857,white_grievance,E:,stereotypical
3858,white_grievance,E:,stereotypical
3859,inferiority,C:,inferiority
3860,stereotypical,C:,inferiority
3861,stereotypical,E:,stereotypical
3862,inferiority,E:,stereotypical
3863,inferiority,E:,stereotypical
3864,incitement,E:,stereotypical
3865,inferiority,E:,stereotypical
3866,white_grievance,C:,inferiority
3867,white_grievance,E:,stereotypical
3868,irony,E:,stereotypical
3869,stereotypical,E:,stereotypical
3870,white_grievance,E:,stereotypical
3871,white_grievance,E:,stereotypical
3872,inferiority,C:,inferiority
3873,white_grievance,F:,threatening
3874,white_grievance,E:,stereotypical
3875,white_grievance,B:,incitement
3876,white_grievance,C:,inferiority
3877,white_grievance,A:,white_grievance
3878,white_grievance,E:,stereotypical
3879,white_grievance,E:,stereotypical
3880,white_grievance,C:,inferiority
3881,white_grievance,E:,stereotypical
3882,incitement,C:,inferiority
3883,incitement,E:,stereotypical
3884,stereotypical,E:,stereotypical
3885,incitement,E:,stereotypical
3886,incitement,E:,stereotypical
3887,incitement,E:,stereotypical
3888,incitement,E:,stereotypical
3889,inferiority,C:,inferiority
3890,inferiority,E:,stereotypical
3891,inferiority,E:,stereotypical
3892,incitement,B:,incitement
3893,white_grievance,A:,white_grievance
3894,white_grievance,C:,inferiority
3895,incitement,E:,stereotypical
3896,white_grievance,E:,stereotypical
3897,stereotypical,E:,stereotypical
3898,inferiority,E:,stereotypical
3899,white_grievance,E:,stereotypical
3900,incitement,B:,incitement
3901,incitement,A:,white_grievance
3902,stereotypical,E:,stereotypical
3903,white_grievance,A:,white_grievance
3904,inferiority,F:,threatening
3905,white_grievance,E:,stereotypical
3906,white_grievance,E:,stereotypical
3907,white_grievance,F:,threatening
3908,white_grievance,F:,threatening
3909,incitement,E:,stereotypical
3910,stereotypical,E:,stereotypical
3911,irony,B:,incitement
3912,stereotypical,E:,stereotypical
3913,incitement,B:,incitement
3914,stereotypical,E:,stereotypical
3915,white_grievance,E:,stereotypical
3916,white_grievance,E:,stereotypical
3917,white_grievance,C:,inferiority
3918,white_grievance,E:,stereotypical
3919,incitement,E:,stereotypical
3920,stereotypical,E:,stereotypical
3921,incitement,A:,white_grievance
3922,white_grievance,E:,stereotypical
3923,white_grievance,E:,stereotypical
3924,incitement,A:,white_grievance
3925,white_grievance,C:,inferiority
3926,stereotypical,E:,stereotypical
3927,white_grievance,A:,white_grievance
3928,incitement,E:,stereotypical
3929,white_grievance,C:,inferiority
3930,stereotypical,C:,inferiority
3931,white_grievance,F:,threatening
3932,white_grievance,A:,white_grievance
3933,stereotypical,C:,inferiority
3934,white_grievance,E:,stereotypical
3935,stereotypical,E:,stereotypical
3936,stereotypical,E:,stereotypical
3937,white_grievance,A:,white_grievance
3938,stereotypical,B:,incitement
3939,white_grievance,C:,inferiority
3940,white_grievance,E:,stereotypical
3941,incitement,B:,incitement
3942,incitement,B:,incitement
3943,white_grievance,E:,stereotypical
3944,white_grievance,E:,stereotypical
3945,incitement,E:,stereotypical
3946,inferiority,E:,stereotypical
3947,incitement,E:,stereotypical
3948,white_grievance,E:,stereotypical
3949,incitement,E:,stereotypical
3950,inferiority,E:,stereotypical
3951,white_grievance,E:,stereotypical
3952,white_grievance,E:,stereotypical
3953,stereotypical,E:,stereotypical
3954,white_grievance,A:,white_grievance
3955,white_grievance,E:,stereotypical
3956,white_grievance,E:,stereotypical
3957,incitement,B:,incitement
3958,white_grievance,E:,stereotypical
3959,white_grievance,E:,stereotypical
3960,irony,F:,threatening
3961,stereotypical,E:,stereotypical
3962,white_grievance,E:,stereotypical
3963,white_grievance,E:,stereotypical
3964,white_grievance,A:,white_grievance
3965,white_grievance,A:,white_grievance
3966,white_grievance,E:,stereotypical
3967,incitement,E:,stereotypical
3968,white_grievance,A:,white_grievance
3969,white_grievance,A:,white_grievance
3970,stereotypical,C:,inferiority
3971,white_grievance,E:,stereotypical
3972,white_grievance,E:,stereotypical
3973,stereotypical,B:,incitement
3974,white_grievance,E:,stereotypical
3975,incitement,E:,stereotypical
3976,white_grievance,E:,stereotypical
3977,stereotypical,B:,incitement
3978,incitement,B:,incitement
3979,incitement,B:,incitement
3980,incitement,E:,stereotypical
3981,stereotypical,E:,stereotypical
3982,incitement,E:,stereotypical
3983,incitement,E:,stereotypical
3984,incitement,A:,white_grievance
3985,white_grievance,E:,stereotypical
3986,white_grievance,E:,stereotypical
3987,white_grievance,E:,stereotypical
3988,incitement,E:,stereotypical
3989,stereotypical,C:,inferiority
3990,white_grievance,F:,threatening
3991,white_grievance,F:,threatening
3992,white_grievance,C:,inferiority
3993,incitement,F:,threatening
3994,white_grievance,B:,incitement
3995,white_grievance,B:,incitement
3996,incitement,A:,white_grievance
3997,white_grievance,A:,white_grievance
3998,white_grievance,B:,incitement
3999,incitement,E:,stereotypical
4000,white_grievance,E:,stereotypical
4001,white_grievance,E:,stereotypical
4002,white_grievance,E:,stereotypical
4003,incitement,E:,stereotypical
4004,incitement,A:,white_grievance
4005,white_grievance,E:,stereotypical
4006,white_grievance,E:,stereotypical
4007,incitement,E:,stereotypical
4008,incitement,B:,incitement
4009,incitement,E:,stereotypical
4010,stereotypical,F:,threatening
4011,white_grievance,E:,stereotypical
4012,inferiority,E:,stereotypical
4013,white_grievance,C:,inferiority
4014,inferiority,F:,threatening
4015,stereotypical,E:,stereotypical
4016,white_grievance,B:,incitement
4017,incitement,C:,inferiority
4018,white_grievance,A:,white_grievance
4019,incitement,B:,incitement
4020,stereotypical,E:,stereotypical
4021,incitement,A:,white_grievance
4022,white_grievance,E:,stereotypical
4023,white_grievance,E:,stereotypical
4024,stereotypical,E:,stereotypical
4025,stereotypical,E:,stereotypical
4026,white_grievance,E:,stereotypical
4027,incitement,B:,incitement
4028,other,E:,stereotypical
4029,stereotypical,C:,inferiority
4030,stereotypical,E:,stereotypical
4031,incitement,A:,white_grievance
4032,inferiority,E:,stereotypical
4033,incitement,B:,incitement
4034,incitement,E:,stereotypical
4035,stereotypical,E:,stereotypical
4036,stereotypical,E:,stereotypical
4037,stereotypical,E:,stereotypical
4038,white_grievance,E:,stereotypical
4039,incitement,B:,incitement
4040,stereotypical,E:,stereotypical
4041,incitement,E:,stereotypical
4042,white_grievance,A:,white_grievance
4043,stereotypical,C:,inferiority
4044,stereotypical,F:,threatening
4045,white_grievance,E:,stereotypical
4046,stereotypical,E:,stereotypical
4047,white_grievance,E:,stereotypical
4048,incitement,B:,incitement
4049,incitement,B:,incitement
4050,stereotypical,B:,incitement
4051,white_grievance,E:,stereotypical
4052,incitement,A:,white_grievance
4053,incitement,C:,inferiority
4054,incitement,E:,stereotypical
4055,incitement,E:,stereotypical
4056,stereotypical,B:,incitement
4057,stereotypical,E:,stereotypical
4058,incitement,E:,stereotypical
4059,stereotypical,B:,incitement
4060,stereotypical,E:,stereotypical
4061,incitement,E:,stereotypical
4062,stereotypical,E:,stereotypical
4063,stereotypical,E:,stereotypical
4064,white_grievance,E:,stereotypical
4065,incitement,E:,stereotypical
4066,white_grievance,E:,stereotypical
4067,white_grievance,E:,stereotypical
4068,white_grievance,E:,stereotypical
4069,stereotypical,F:,threatening
4070,stereotypical,E:,stereotypical
4071,incitement,B:,incitement
4072,white_grievance,E:,stereotypical
4073,stereotypical,E:,stereotypical
4074,stereotypical,C:,inferiority
4075,incitement,B:,incitement
4076,inferiority,E:,stereotypical
4077,stereotypical,E:,stereotypical
4078,incitement,E:,stereotypical
4079,incitement,E:,stereotypical
4080,incitement,B:,incitement
4081,incitement,C:,inferiority
4082,incitement,E:,stereotypical
4083,stereotypical,E:,stereotypical
4084,white_grievance,C:,inferiority
4085,stereotypical,E:,stereotypical
4086,incitement,E:,stereotypical
4087,stereotypical,F:,threatening
4088,stereotypical,E:,stereotypical
4089,stereotypical,B:,incitement
4090,incitement,E:,stereotypical
4091,incitement,A:,white_grievance
4092,stereotypical,E:,stereotypical
4093,stereotypical,E:,stereotypical
4094,incitement,A:,white_grievance
4095,incitement,B:,incitement
4096,white_grievance,F:,threatening
4097,stereotypical,E:,stereotypical
4098,incitement,B:,incitement
4099,white_grievance,E:,stereotypical
4100,incitement,A:,white_grievance
4101,inferiority,E:,stereotypical
4102,incitement,E:,stereotypical
4103,stereotypical,E:,stereotypical
4104,white_grievance,E:,stereotypical
4105,incitement,E:,stereotypical
4106,stereotypical,E:,stereotypical
4107,white_grievance,E:,stereotypical
4108,incitement,E:,stereotypical
4109,stereotypical,E:,stereotypical
4110,white_grievance,A:,white_grievance
4111,incitement,E:,stereotypical
4112,incitement,C:,inferiority
4113,incitement,E:,stereotypical
4114,incitement,E:,stereotypical
4115,stereotypical,E:,stereotypical
4116,stereotypical,E:,stereotypical
4117,stereotypical,E:,stereotypical
4118,white_grievance,E:,stereotypical
4119,incitement,B:,incitement
4120,white_grievance,E:,stereotypical
4121,stereotypical,E:,stereotypical
4122,incitement,B:,incitement
4123,inferiority,E:,stereotypical
4124,white_grievance,E:,stereotypical
4125,incitement,C:,inferiority
4126,stereotypical,E:,stereotypical
4127,white_grievance,E:,stereotypical
4128,incitement,B:,incitement
4129,incitement,E:,stereotypical
4130,white_grievance,A:,white_grievance
4131,inferiority,E:,stereotypical
4132,white_grievance,E:,stereotypical
4133,other,E:,stereotypical
4134,incitement,E:,stereotypical
4135,stereotypical,E:,stereotypical
4136,white_grievance,E:,stereotypical
4137,incitement,E:,stereotypical
4138,white_grievance,E:,stereotypical
4139,incitement,E:,stereotypical
4140,incitement,E:,stereotypical
4141,white_grievance,F:,threatening
4142,white_grievance,E:,stereotypical
4143,stereotypical,E:,stereotypical
4144,incitement,E:,stereotypical
4145,white_grievance,E:,stereotypical
4146,white_grievance,E:,stereotypical
4147,white_grievance,E:,stereotypical
4148,white_grievance,E:,stereotypical
4149,stereotypical,C:,inferiority
4150,white_grievance,E:,stereotypical
4151,incitement,E:,stereotypical
4152,incitement,E:,stereotypical
4153,inferiority,E:,stereotypical
4154,inferiority,E:,stereotypical
4155,inferiority,E:,stereotypical
4156,irony,E:,stereotypical
4157,inferiority,E:,stereotypical
4158,incitement,C:,inferiority
4159,inferiority,E:,stereotypical
4160,threatening,E:,stereotypical
4161,inferiority,C:,inferiority
4162,inferiority,E:,stereotypical
4163,irony,E:,stereotypical
4164,irony,E:,stereotypical
4165,inferiority,E:,stereotypical
4166,inferiority,C:,inferiority
4167,irony,C:,inferiority
4168,inferiority,C:,inferiority
4169,inferiority,E:,stereotypical
4170,inferiority,E:,stereotypical
4171,inferiority,E:,stereotypical
4172,inferiority,E:,stereotypical
4173,inferiority,E:,stereotypical
4174,stereotypical,F:,threatening
4175,inferiority,E:,stereotypical
4176,incitement,F:,threatening
4177,threatening,E:,stereotypical
4178,irony,E:,stereotypical
4179,inferiority,E:,stereotypical
4180,irony,E:,stereotypical
4181,incitement,E:,stereotypical
4182,inferiority,F:,threatening
4183,inferiority,C:,inferiority
4184,inferiority,E:,stereotypical
4185,inferiority,E:,stereotypical
4186,inferiority,E:,stereotypical
4187,inferiority,F:,threatening
4188,inferiority,F:,threatening
4189,inferiority,E:,stereotypical
4190,incitement,F:,threatening
4191,inferiority,C:,inferiority
4192,inferiority,E:,stereotypical
4193,inferiority,E:,stereotypical
4194,inferiority,E:,stereotypical
4195,inferiority,E:,stereotypical
4196,inferiority,C:,inferiority
4197,irony,E:,stereotypical
4198,inferiority,E:,stereotypical
4199,inferiority,C:,inferiority
4200,inferiority,C:,inferiority
4201,inferiority,E:,stereotypical
4202,inferiority,C:,inferiority
4203,inferiority,C:,inferiority
4204,inferiority,C:,inferiority
4205,inferiority,E:,stereotypical
4206,inferiority,C:,inferiority
4207,inferiority,E:,stereotypical
4208,inferiority,E:,stereotypical
4209,inferiority,E:,stereotypical
4210,inferiority,E:,stereotypical
4211,inferiority,E:,stereotypical
4212,inferiority,E:,stereotypical
4213,inferiority,E:,stereotypical
4214,white_grievance,E:,stereotypical
4215,inferiority,E:,stereotypical
4216,white_grievance,E:,stereotypical
4217,inferiority,F:,threatening
4218,inferiority,C:,inferiority
4219,inferiority,E:,stereotypical
4220,inferiority,E:,stereotypical
4221,inferiority,C:,inferiority
4222,inferiority,E:,stereotypical
4223,inferiority,C:,inferiority
4224,inferiority,F:,threatening
4225,stereotypical,E:,stereotypical
4226,inferiority,E:,stereotypical
4227,irony,C:,inferiority
4228,inferiority,F:,threatening
4229,inferiority,C:,inferiority
4230,inferiority,C:,inferiority
4231,inferiority,E:,stereotypical
4232,irony,E:,stereotypical
4233,inferiority,E:,stereotypical
4234,inferiority,E:,stereotypical
